,,,,,,,,,
,,,,,,,,,
,No,Data,Sumber,Tokenisasi, Stopword Removal,Stemming,Hasil Preprocessing,,Keyword = Imunisasi Balita
,21,"Astaghfirullah, adek sepupu gua meninggal karena campak😭😭. Usianya baru 4 bulan, jadi blm dapat imunisasi campak. Kami sekeluarga gk antivax, tapi ttp aja bisa kena dampaknya.
Persetan ya ibu2 yg antivax, hidup di mars aja sana!!!",threads,"astaghfirullah, adek, sepupu, gua, meninggal, karena, campak, usianya, baru, bulan, jadi, blm, dapat, imunisasi, campak, kami, sekeluarga, gk, antivax, tapi, ttp, aja, bisa, kena, dampaknya, persetan, ya, ibu, yg, antivax, hidup, di, mars, aja, sana","astaghfirullah, adek, sepupu, gua, meninggal, campak, usianya, blm, imunisasi, campak, sekeluarga, antivax, ttp, kena, dampaknya, persetan, antivax, hidup, mars","astaghfirul, adek, pupu, gua, tinggal, campak, usia, blm, imunisas, campak, keluarga, antivax, ttp, kena, dampak, set, antivax, hidup, mars",astaghfirul adek pupu gua tinggal campak usia blm imunisas campak keluarga antivax ttp kena dampak set antivax hidup mars,,
,22,"Perkara vaksin & antivax ini menarik sekali ya.
Mau membagikan sedikit sudut pandangku yang masih abu abu
Disclaimer anakku vaksin lengkap ya
Beberapa bulan ini aku mengikuti beberapa akun berbau wellness holistik & healthy lifestyle. Beberapa menganut antivax. Secara tidak langsung dengan membaca story mereka jd mulai paham reason & pola pikir-nya.",threads,"perkara, vaksin, antivax, ini, menarik, sekali, ya, mau, membagikan, sedikit, sudut, pandangku, yang, masih, abu, abu, disclaimer, anakku, vaksin, lengkap, ya, beberapa, bulan, ini, aku, mengikuti, beberapa, akun, berbau, wellness, holistik, healthy, lifestyle, beberapa, menganut, antivax, secara, tidak, langsung, dengan, membaca, story, mereka, jd, mulai, paham, reason, pola, pikir, nya","perkara, vaksin, antivax, menarik, membagikan, sudut, pandangku, abu, abu, disclaimer, anakku, vaksin, lengkap, mengikuti, akun, berbau, wellness, holistik, healthy, lifestyle, menganut, antivax, langsung, membaca, story, jd, paham, reason, pola, pikir, nya","kara, vaksin, antivax, tarik, bagi, sudut, pandang, abu, abu, sclaimer, anak, vaksin, lengkap, tgikut, akun, bau, wellness, holistik, healthy, lifestyle, tganut, antivax, langsung, baca, story, jd, paham, reason, pola, pikir, nya",kara vaksin antivax tarik bagi sudut pandang abu abu sclaimer anak vaksin lengkap tgikut akun bau wellness holistik healthy lifestyle tganut antivax langsung baca story jd paham reason pola pikir nya,,
,23,"Balita yg habis imunisasi demam itu wajar kan ya katanya?
Terus kalo kakinya sampe bengkak itu aman gak sih atau normal gak sih?
Ini terjadi di keponakan aku soalnya  ",threads,"balita, yg, habis, imunisasi, demam, itu, wajar, kan, ya, katanya, terus, kalo, kakinya, sampe, bengkak, itu, aman, gak, sih, atau, normal, gak, sih, ini, terjadi, di, keponakan, aku, soalnya","balita, habis, imunisasi, demam, wajar, kalo, kakinya, sampe, bengkak, aman, normal, keponakan","balita, habis, imunisas, demam, wajar, kalo, kaki, sampe, ngkak, aman, normal, pona",balita habis imunisas demam wajar kalo kaki sampe ngkak aman normal pona,,
,24,"Bu ibuu tolong kasih tips penanganan imunisasi dpt 1, minggu depan bayiku imunisasii , takutnya dapat banget:(",threads,"bu, ibuu, tolong, kasih, tips, penanganan, imunisasi, dpt, minggu, depan, bayiku, imunisasii, takutnya, dapat, banget","bu, ibuu, tolong, kasih, tips, penanganan, imunisasi, dpt, minggu, bayiku, imunisasii, takutnya","bu, ibuu, tolong, kasih, tips, tangan, imunisas, dpt, minggu, bayi, imunisasi, takut",bu ibuu tolong kasih tips tangan imunisas dpt minggu bayi imunisasi takut,,
,25,"✨caraku melalui imunisasi dpt 1 anti paha nyeri dan demam mentok 37drjt club✨
1. setelah pulang dari posyandu, ganti baju tipis nyaman dan kompres bekas suntikan dengan air dingin. kalau aku pakai es batu dibalut kain bersih. 5 menitan aja.",threads,"caraku, melalui, imunisasi, dpt, anti, paha, nyeri, dan, demam, mentok, drjt, club, setelah, pulang, dari, posyandu, ganti, baju, tipis, nyaman, dan, kompres, bekas, suntikan, dengan, air, dingin, kalau, aku, pakai, es, batu, dibalut, kain, bersih, menitan, aja","caraku, imunisasi, dpt, anti, paha, nyeri, demam, mentok, drjt, club, pulang, posyandu, ganti, baju, tipis, nyaman, kompres, bekas, suntikan, air, dingin, pakai, es, batu, dibalut, kain, bersih, menitan","cara, imunisas, dpt, anti, paha, nyer, demam, tok, drjt, club, pulang, posyandu, gant, baju, tipis, nyam, kompres, kas, sunti, air, ngin, paka, es, batu, balut, kain, sih, tit",cara imunisas dpt anti paha nyer demam tok drjt club pulang posyandu gant baju tipis nyam kompres kas sunti air ngin paka es batu balut kain sih tit,,
,26,"Rugi banget kalau anak kita tidak mendapat imunisasi lengkap tuh, soalnya imunisasi sangat membantu tubuh untuk siap melawan berbagai penyakit berbahaya: 

• HB0 (0–24 jam) ➡️ mencegah Hepatitis B (yang bisa berlanjut jadi Kanker Hati)

• BCG (1 bulan) ➡️ mencegah Tuberkulosis

• Polio Tetes (1–4 bulan) ➡️ mencegah Poliomyelitis

• DPT-HB-HIB (2–4 bulan) ➡️ mencegah Difteri, Pertusis, Tetanus, Hepatitis B, serta infeksi Hib (radang otak & paru)

• PCV (2–12 bulan) ➡️ mencegah pneumonia, meningitis, dan infeksi berat akibat bakteri pneumokokus

• Rotavirus (2–4 bulan) ➡️ mencegah diare berat

• IPV (4–9 bulan) ➡️ perlindungan tambahan terhadap Poliomyelitis

• MR (9 bulan–15 tahun) ➡️ mencegah Campak dan Rubella

• Booster (DPT-HB-HIB & MR) ➡️ memperkuat perlindungan agar imun tetap optimal",X.com,"rugi, banget, kalau, anak, kita, tidak, mendapat, imunisasi, lengkap, tuh, soalnya, imunisasi, sangat, membantu, tubuh, untuk, siap, melawan, berbagai, penyakit, berbahaya, hb, jam, mencegah, hepatitis, b, yang, bisa, berlanjut, jadi, kanker, hati, bcg, bulan, mencegah, tuberkulosis, polio, tetes, bulan, mencegah, poliomyelitis, dpt, hb, hib, bulan, mencegah, difteri, pertusis, tetanus, hepatitis, b, serta, infeksi, hib, radang, otak, paru, pcv, bulan, mencegah, pneumonia, meningitis, dan, infeksi, berat, akibat, bakteri, pneumokokus, rotavirus, bulan, mencegah, diare, berat, ipv, bulan, perlindungan, tambahan, terhadap, poliomyelitis, mr, bulan, tahun, mencegah, campak, dan, rubella, booster, dpt, hb, hib, mr, memperkuat, perlindungan, agar, imun, tetap, optimal","rugi, anak, imunisasi, lengkap, tuh, imunisasi, membantu, tubuh, melawan, penyakit, berbahaya, hb, jam, mencegah, hepatitis, b, berlanjut, kanker, hati, bcg, mencegah, tuberkulosis, polio, tetes, mencegah, poliomyelitis, dpt, hb, hib, mencegah, difteri, pertusis, tetanus, hepatitis, b, infeksi, hib, radang, otak, paru, pcv, mencegah, pneumonia, meningitis, infeksi, berat, akibat, bakteri, pneumokokus, rotavirus, mencegah, diare, berat, ipv, perlindungan, tambahan, poliomyelitis, mr, mencegah, campak, rubella, booster, dpt, hb, hib, mr, memperkuat, perlindungan, imun, optimal","rugi, anak, imunisas, lengkap, tuh, imunisas, bantu, tubuh, law, tyakit, bahaya, hb, jam, cegah, hepatitis, b, lanjut, kanker, hati, bcg, cegah, tuberkulosis, polio, tetes, cegah, poliomyelitis, dpt, hb, hib, cegah, fter, tusis, tetanus, hepatitis, b, infeks, hib, radang, otak, paru, pcv, cegah, pneumonia, tingitis, infeks, berat, akibat, bakter, pneumokokus, rotavirus, cegah, are, berat, ipv, lindung, tambah, poliomyelitis, mr, cegah, campak, rubella, booster, dpt, hb, hib, mr, kuat, lindung, imun, optimal",rugi anak imunisas lengkap tuh imunisas bantu tubuh law tyakit bahaya hb jam cegah hepatitis b lanjut kanker hati bcg cegah tuberkulosis polio tetes cegah poliomyelitis dpt hb hib cegah fter tusis tetanus hepatitis b infeks hib radang otak paru pcv cegah pneumonia tingitis infeks berat akibat bakter pneumokokus rotavirus cegah are berat ipv lindung tambah poliomyelitis mr cegah campak rubella booster dpt hb hib mr kuat lindung imun optimal,,
,27,"Kasus Campak di Indonesia Naik Lagi😞💔 Indonesia Peringkat 2 KLB Campak Dunia.

Bulan lalu seorang ibu bawa anaknya yang usia 4th dengan keluhan seperti tanda gejala campak.

Btw dari awal emang udah curiga beliau tipe yang antivaksin, soalnya beliau jg gak pernah pake KB. Padahal udah punya 6 anak, posisi rahim juga udh turun/prolaps uteri😞

🙍‍♀️Bu anak saya bapilnas sudah 5hari, kok ga sembuh2 ya? Malah tambah gatal ruam merah-merah gini? apa alergi obat ya bu?

👩‍⚕️Loh bu ini ruam-ruam merahnya muncul mulai kapan? ruam-ruamnya cmn area sini aja atau sebadan? (ruam area garis rambut sampe belakang telinga)

🙍‍♀️Baru kemaren sore bu mulai ruamnya

👩‍⚕️Imunisasi anaknya sudah lengkap kan bu?

🙍‍♀️Anak saya gak pernah vaksin bu dari bayi

👩‍⚕️....

Padahal ada vaksin gratis untuk campak di Indo untuk bayi, balita, anak SD dan bahkan sekarang udah ada buat orang dewasa juga.

Kalo disekitar kalian ada yg terkena campak waspada ya. Karena harus segera ditangani konsumsi vit A untuk mencegah kebutaan dan juga di isolasi di RS buat mncegah komplikasi.",X.com,"kasus, campak, di, indonesia, naik, lagi, indonesia, peringkat, klb, campak, dunia, bulan, lalu, seorang, ibu, bawa, anaknya, yang, usia, th, dengan, keluhan, seperti, tanda, gejala, campak, btw, dari, awal, emang, udah, curiga, beliau, tipe, yang, antivaksin, soalnya, beliau, jg, gak, pernah, pake, kb, padahal, udah, punya, anak, posisi, rahim, juga, udh, turun, prolaps, uteri, bu, anak, saya, bapilnas, sudah, hari, kok, ga, sembuh, ya, malah, tambah, gatal, ruam, merah, merah, gini, apa, alergi, obat, ya, bu, loh, bu, ini, ruam, ruam, merahnya, muncul, mulai, kapan, ruam, ruamnya, cmn, area, sini, aja, atau, sebadan, ruam, area, garis, rambut, sampe, belakang, telinga, baru, kemaren, sore, bu, mulai, ruamnya, imunisasi, anaknya, sudah, lengkap, kan, bu, anak, saya, gak, pernah, vaksin, bu, dari, bayi, padahal, ada, vaksin, gratis, untuk, campak, di, indo, untuk, bayi, balita, anak, sd, dan, bahkan, sekarang, udah, ada, buat, orang, dewasa, juga, kalo, disekitar, kalian, ada, yg, terkena, campak, waspada, ya, karena, harus, segera, ditangani, konsumsi, vit, a, untuk, mencegah, kebutaan, dan, juga, di, isolasi, di, rs, buat, mncegah, komplikasi","campak, indonesia, indonesia, peringkat, klb, campak, dunia, bawa, anaknya, usia, th, keluhan, tanda, gejala, campak, btw, curiga, beliau, tipe, antivaksin, beliau, jg, pake, kb, anak, posisi, rahim, turun, prolaps, uteri, bu, anak, bapilnas, sembuh, gatal, ruam, merah, merah, gini, alergi, obat, bu, bu, ruam, ruam, merahnya, muncul, ruam, ruamnya, cmn, area, sebadan, ruam, area, garis, rambut, sampe, telinga, kemaren, sore, bu, ruamnya, imunisasi, anaknya, lengkap, bu, anak, vaksin, bu, bayi, vaksin, gratis, campak, indo, bayi, balita, anak, sd, orang, dewasa, kalo, disekitar, terkena, campak, waspada, ditangani, konsumsi, vit, a, mencegah, kebutaan, isolasi, rs, mncegah, komplikasi","campak, indonesia, indonesia, ingkat, klb, campak, dunia, bawa, anak, usia, th, luh, tanda, gejala, campak, btw, curiga, liau, tipe, antivaksin, liau, jg, pake, kb, anak, posis, rahim, turun, prolaps, uter, bu, anak, bapilnas, mbuh, gatal, ruam, rah, rah, gini, alerg, obat, bu, bu, ruam, ruam, rah, muncul, ruam, ruam, cmn, area, bad, ruam, area, garis, rambut, sampe, telinga, maren, sore, bu, ruam, imunisas, anak, lengkap, bu, anak, vaksin, bu, bayi, vaksin, gratis, campak, indo, bayi, balita, anak, sd, orang, dewasa, kalo, sekitar, kena, campak, waspada, tangan, konsums, vit, a, cegah, buta, isolas, rs, mncegah, komplikas",campak indonesia indonesia ingkat klb campak dunia bawa anak usia th luh tanda gejala campak btw curiga liau tipe antivaksin liau jg pake kb anak posis rahim turun prolaps uter bu anak bapilnas mbuh gatal ruam rah rah gini alerg obat bu bu ruam ruam rah muncul ruam ruam cmn area bad ruam area garis rambut sampe telinga maren sore bu ruam imunisas anak lengkap bu anak vaksin bu bayi vaksin gratis campak indo bayi balita anak sd orang dewasa kalo sekitar kena campak waspada tangan konsums vit a cegah buta isolas rs mncegah komplikas,,
,28,"Varian Delta dan Delta Plus tinggi risiko penularan pada anak, negara-negara yang sekolah buka meningkat angka kematian komplikasi anak. Pada anak risiko MIS-C dan Covid menyebabkan pelbagai masalah jangka panjang. Anak2 saya akan divaksin, pakai Sinovac aja, teknologi lama.",X.com,"varian, delta, dan, delta, plus, tinggi, risiko, penularan, pada, anak, negara, negara, yang, sekolah, buka, meningkat, angka, kematian, komplikasi, anak, pada, anak, risiko, mis, c, dan, covid, menyebabkan, pelbagai, masalah, jangka, panjang, anak, saya, akan, divaksin, pakai, sinovac, aja, teknologi, lama","varian, delta, delta, plus, risiko, penularan, anak, negara, negara, sekolah, buka, meningkat, angka, kematian, komplikasi, anak, anak, risiko, mis, c, covid, menyebabkan, pelbagai, jangka, anak, divaksin, pakai, sinovac, teknologi","vari, delta, delta, plus, risiko, tular, anak, negara, negara, seko, buka, tingkat, angka, mati, komplikas, anak, anak, risiko, mis, c, covid, tyebab, lbaga, jangka, anak, vaksin, paka, sinovac, teknolog",vari delta delta plus risiko tular anak negara negara seko buka tingkat angka mati komplikas anak anak risiko mis c covid tyebab lbaga jangka anak vaksin paka sinovac teknolog,,
,29,"Aku heran, sama orang yang bilang vaksin imunisasi balita itu gak baik, menimbulkan penyakit 😂 bahkan dia bangga anake gak diimunisasi sama sekali 🥲 tapi update an akhir-akhir Inj anaknya masuk RS kayanya kena sejenis pneumia gitu 🫠 piye yaa..",X.com,"aku, heran, sama, orang, yang, bilang, vaksin, imunisasi, balita, itu, gak, baik, menimbulkan, penyakit, bahkan, dia, bangga, anake, gak, diimunisasi, sama, sekali, tapi, update, an, akhir, akhir, inj, anaknya, masuk, rs, kayanya, kena, sejenis, pneumia, gitu, piye, yaa","heran, orang, bilang, vaksin, imunisasi, balita, menimbulkan, penyakit, bangga, anake, diimunisasi, update, an, inj, anaknya, masuk, rs, kayanya, kena, sejenis, pneumia, gitu, piye","heran, orang, bilang, vaksin, imunisas, balita, timbul, tyakit, bangga, anake, imunisas, update, an, inj, anak, masuk, rs, kaya, kena, jenis, pneumia, gitu, piye",heran orang bilang vaksin imunisas balita timbul tyakit bangga anake imunisas update an inj anak masuk rs kaya kena jenis pneumia gitu piye,,
,30,"lagi di puskesmas, ngobrol sama ibu hamil.
dia cerita ini hamil anak kedua, terus jarang cek dokter karna suaminya ribet.

""suami saya mah ribet, ga boleh ini itu. dari anak pertama juga gaboleh imunisasi sama sekali.""

GA BOLEH IMUNISASI............ gue cuma diem karna beneran baru ini nemu orang anti vaksin & MASIH MUDA😭😭😭😭😭😭😭",X.com,"lagi, di, puskesmas, ngobrol, sama, ibu, hamil, dia, cerita, ini, hamil, anak, kedua, terus, jarang, cek, dokter, karna, suaminya, ribet, suami, saya, mah, ribet, ga, boleh, ini, itu, dari, anak, pertama, juga, gaboleh, imunisasi, sama, sekali, ga, boleh, imunisasi, gue, cuma, diem, karna, beneran, baru, ini, nemu, orang, anti, vaksin, masih, muda","puskesmas, ngobrol, hamil, cerita, hamil, anak, jarang, cek, dokter, karna, suaminya, ribet, suami, mah, ribet, anak, gaboleh, imunisasi, imunisasi, gue, diem, karna, beneran, nemu, orang, anti, vaksin, muda","puskesmas, ngobrol, hamil, cerita, hamil, anak, jarang, cek, dokter, karna, suam, ribet, suam, mah, ribet, anak, gaboleh, imunisas, imunisas, gue, diem, karna, ner, ne, orang, anti, vaksin, muda",puskesmas ngobrol hamil cerita hamil anak jarang cek dokter karna suam ribet suam mah ribet anak gaboleh imunisas imunisas gue diem karna ner ne orang anti vaksin muda,,
,31,"Pas di pkm dulu, sempat beberapa kali nemu case gini.. bahkan banyak yang ibu2 inidiem2 vaksin anaknya tanpa sepengetahuan suami… 

kata salah satu ibu gini “suami sy dok gak izinin kalo anak2 disuntik2 gt.. imunisasi gk dibolein, sy kalo ke posyandu bilang mau timbang aja pdhl aslinya saya mau nyuntikin anak saya, soalnya kata bidan sm kadernya ini penting.. emg kalo di suntuk kdg ada efek samping panas, tp cm 1-2 hr aja, kan udah beres.. drpd parah nanti kenapa2 kalo ga disuntik”",X.com,"pas, di, pkm, dulu, sempat, beberapa, kali, nemu, case, gini, bahkan, banyak, yang, ibu, inidiem, vaksin, anaknya, tanpa, sepengetahuan, suami, kata, salah, satu, ibu, gini, suami, sy, dok, gak, izinin, kalo, anak, disuntik, gt, imunisasi, gk, dibolein, sy, kalo, ke, posyandu, bilang, mau, timbang, aja, pdhl, aslinya, saya, mau, nyuntikin, anak, saya, soalnya, kata, bidan, sm, kadernya, ini, penting, emg, kalo, di, suntuk, kdg, ada, efek, samping, panas, tp, cm, hr, aja, kan, udah, beres, drpd, parah, nanti, kenapa, kalo, ga, disuntik","pas, pkm, kali, nemu, case, gini, inidiem, vaksin, anaknya, sepengetahuan, suami, salah, gini, suami, sy, dok, izinin, kalo, anak, disuntik, gt, imunisasi, dibolein, sy, kalo, posyandu, bilang, timbang, pdhl, aslinya, nyuntikin, anak, bidan, kadernya, kalo, suntuk, kdg, efek, samping, panas, cm, hr, beres, drpd, parah, kalo, disuntik","pas, pkm, kali, ne, case, gini, inidiem, vaksin, anak, pengetahu, suam, sa, gini, suam, sy, dok, izinin, kalo, anak, suntik, gt, imunisas, bolein, sy, kalo, posyandu, bilang, timbang, pdhl, asli, nyuntikin, anak, bidan, kader, kalo, suntuk, kdg, efek, samping, panas, cm, hr, beres, drpd, parah, kalo, suntik",pas pkm kali ne case gini inidiem vaksin anak pengetahu suam sa gini suam sy dok izinin kalo anak suntik gt imunisas bolein sy kalo posyandu bilang timbang pdhl asli nyuntikin anak bidan kader kalo suntuk kdg efek samping panas cm hr beres drpd parah kalo suntik,,
,32,"Bersyukur bgt dulu pas bayi-balita dikasi vaksin lengkap, imunisasi dll nya langsung ke dokter spesialis anak. Di tahun segitu, udah termasuh mewah bgt. Gapake ke posyandu posyanduan",X.com,"bersyukur, bgt, dulu, pas, bayi, balita, dikasi, vaksin, lengkap, imunisasi, dll, nya, langsung, ke, dokter, spesialis, anak, di, tahun, segitu, udah, termasuh, mewah, bgt, gapake, ke, posyandu, posyanduan","bersyukur, pas, bayi, balita, dikasi, vaksin, lengkap, imunisasi, dll, nya, langsung, dokter, spesialis, anak, segitu, termasuh, mewah, gapake, posyandu, posyanduan","syukur, pas, bayi, balita, kas, vaksin, lengkap, imunisas, dll, nya, langsung, dokter, spesialis, anak, gitu, masuh, wah, gapake, posyandu, posyandu",syukur pas bayi balita kas vaksin lengkap imunisas dll nya langsung dokter spesialis anak gitu masuh wah gapake posyandu posyandu,,
,33,"brainwashing jaman dulu tinggal kerahin aparat ke kelurahan, minggu depan jadwalin vaksinasi di kelurahan, beres. gak bakal ada yang tanya ini itu. jaman sekarang bisa kaya' gitu? belum lagi antivax yang semakin gencar upload konten anak sehat tanpa vaksin.",X.com,"brainwashing, jaman, dulu, tinggal, kerahin, aparat, ke, kelurahan, minggu, depan, jadwalin, vaksinasi, di, kelurahan, beres, gak, bakal, ada, yang, tanya, ini, itu, jaman, sekarang, bisa, kaya, gitu, belum, lagi, antivax, yang, semakin, gencar, upload, konten, anak, sehat, tanpa, vaksin","brainwashing, jaman, tinggal, kerahin, aparat, kelurahan, minggu, jadwalin, vaksinasi, kelurahan, beres, jaman, kaya, gitu, antivax, gencar, upload, konten, anak, sehat, vaksin","brainwashing, jaman, tinggal, rahin, aparat, lurah, minggu, jadwalin, vaksinas, lurah, beres, jaman, kaya, gitu, antivax, gencar, upload, konten, anak, hat, vaksin",brainwashing jaman tinggal rahin aparat lurah minggu jadwalin vaksinas lurah beres jaman kaya gitu antivax gencar upload konten anak hat vaksin,,
,34,"Hampir 2.000 anak terinfeksi dan 12 di antaranya meninggal akibat infeksi campak di Sumenep, Jawa Timur dalam delapan bulan terakhir.

Campak disebut mewabah di Sumenep karena rendahnya cakupan imunisasi, salah satunya akibat hoaks vaksin haram.",X.com,"hampir, anak, terinfeksi, dan, di, antaranya, meninggal, akibat, infeksi, campak, di, sumenep, jawa, timur, dalam, delapan, bulan, terakhir, campak, disebut, mewabah, di, sumenep, karena, rendahnya, cakupan, imunisasi, salah, satunya, akibat, hoaks, vaksin, haram","anak, terinfeksi, meninggal, akibat, infeksi, campak, sumenep, jawa, timur, delapan, campak, mewabah, sumenep, rendahnya, cakupan, imunisasi, salah, satunya, akibat, hoaks, vaksin, haram","anak, infeks, tinggal, akibat, infeks, campak, sumenep, jawa, timur, delap, campak, wabah, sumenep, rendah, cakup, imunisas, sa, satu, akibat, hoaks, vaksin, haram",anak infeks tinggal akibat infeks campak sumenep jawa timur delap campak wabah sumenep rendah cakup imunisas sa satu akibat hoaks vaksin haram,,
,35,"Semua imunisasi program untuk balita, bisa dikejar sampai dengan usia 5 tahun, kecuali BCG (max 11 bulan) dan Rotavirus (max 7 bulan) untuk Indonesia.",X.com,"semua, imunisasi, program, untuk, balita, bisa, dikejar, sampai, dengan, usia, tahun, kecuali, bcg, max, bulan, dan, rotavirus, max, bulan, untuk, indonesia","imunisasi, program, balita, dikejar, usia, kecuali, bcg, max, rotavirus, max, indonesia","imunisas, program, balita, kejar, usia, cual, bcg, max, rotavirus, max, indonesia",imunisas program balita kejar usia cual bcg max rotavirus max indonesia,,
,36,"Munculnya kembali korban jiwa akibat campak memicu kekhawatiran baru terhadap efektivitas program imunisasi nasional. Ketua DPR RI Puan Maharani meminta pemerintah segera mengevaluasi pelaksanaan vaksinasi, menyusul masih ditemukannya kematian baik pada balita maupun tenaga kesehatan sejak awal 2026.

“Kasus kematian akibat campak sejak awal tahun ini harus menjadi peringatan bagi kita semua. Ini juga menjadi kabar duka bagi layanan kesehatan Indonesia,” kata Puan dalam keterangannya kepada Parlementaria, Rabu (1/4/2026).

Data Kementerian Kesehatan mencatat 10 kematian akibat campak sepanjang 2026, meski tren kasus secara umum menunjukkan penurunan signifikan. Sebagian besar korban merupakan balita yang belum mendapatkan imunisasi. Selain itu, seorang dokter internsip berusia 25 tahun di Kabupaten Cianjur juga dilaporkan meninggal akibat komplikasi setelah diduga terpapar virus saat menangani pasien.",X.com,"munculnya, kembali, korban, jiwa, akibat, campak, memicu, kekhawatiran, baru, terhadap, efektivitas, program, imunisasi, nasional, ketua, dpr, ri, puan, maharani, meminta, pemerintah, segera, mengevaluasi, pelaksanaan, vaksinasi, menyusul, masih, ditemukannya, kematian, baik, pada, balita, maupun, tenaga, kesehatan, sejak, awal, kasus, kematian, akibat, campak, sejak, awal, tahun, ini, harus, menjadi, peringatan, bagi, kita, semua, ini, juga, menjadi, kabar, duka, bagi, layanan, kesehatan, indonesia, kata, puan, dalam, keterangannya, kepada, parlementaria, rabu, data, kementerian, kesehatan, mencatat, kematian, akibat, campak, sepanjang, meski, tren, kasus, secara, umum, menunjukkan, penurunan, signifikan, sebagian, besar, korban, merupakan, balita, yang, belum, mendapatkan, imunisasi, selain, itu, seorang, dokter, internsip, berusia, tahun, di, kabupaten, cianjur, juga, dilaporkan, meninggal, akibat, komplikasi, setelah, diduga, terpapar, virus, saat, menangani, pasien","munculnya, korban, jiwa, akibat, campak, memicu, kekhawatiran, efektivitas, program, imunisasi, nasional, ketua, dpr, ri, puan, maharani, pemerintah, mengevaluasi, pelaksanaan, vaksinasi, menyusul, ditemukannya, kematian, balita, tenaga, kesehatan, kematian, akibat, campak, peringatan, kabar, duka, layanan, kesehatan, indonesia, puan, keterangannya, parlementaria, rabu, data, kementerian, kesehatan, mencatat, kematian, akibat, campak, tren, penurunan, signifikan, korban, balita, imunisasi, dokter, internsip, berusia, kabupaten, cianjur, dilaporkan, meninggal, akibat, komplikasi, diduga, terpapar, virus, menangani, pasien","muncul, korb, jiwa, akibat, campak, picu, khawatir, efektivitas, program, imunisas, nasional, tua, dpr, ri, puan, maharan, perin, tgevaluas, laksana, vaksinas, tyusul, temu, mati, balita, tenaga, sehat, mati, akibat, campak, ingat, kabar, duka, layan, sehat, indonesia, puan, terang, parlementaria, rabu, data, menteri, sehat, catat, mati, akibat, campak, tren, turun, signifi, korb, balita, imunisas, dokter, internsip, usia, kabupaten, cianjur, lapor, tinggal, akibat, komplikas, duga, papar, virus, tangan, pasien",muncul korb jiwa akibat campak picu khawatir efektivitas program imunisas nasional tua dpr ri puan maharan perin tgevaluas laksana vaksinas tyusul temu mati balita tenaga sehat mati akibat campak ingat kabar duka layan sehat indonesia puan terang parlementaria rabu data menteri sehat catat mati akibat campak tren turun signifi korb balita imunisas dokter internsip usia kabupaten cianjur lapor tinggal akibat komplikas duga papar virus tangan pasien,,
,37,"Makanya anak bayi balita kecil sampe SD jgn diimunisasi.. Berbahaya.. Itu byk resiko. Zaman dulu gk ada imunisasi semua sehat gk ada penyakit yg macam""!",X.com,"makanya, anak, bayi, balita, kecil, sampe, sd, jgn, diimunisasi, berbahaya, itu, byk, resiko, zaman, dulu, gk, ada, imunisasi, semua, sehat, gk, ada, penyakit, yg, macam","anak, bayi, balita, sampe, sd, jgn, diimunisasi, berbahaya, byk, resiko, zaman, imunisasi, sehat, penyakit","anak, bayi, balita, sampe, sd, jgn, imunisas, bahaya, byk, resiko, zaman, imunisas, hat, tyakit",anak bayi balita sampe sd jgn imunisas bahaya byk resiko zaman imunisas hat tyakit,,
,38,"Campak memang menular,tetapi,pemberian vaksin secara merata tanpa mengetahui apakah mereka sudah pernah mendapatkan imunisasi campak sewaktu balita,& apakah mereka sudah pernah mengalami penyakit campak atau belum,sepertinya kurang tepat.
Sebab,campak hanya akan dialami sekali.",X.com,"campak, memang, menular, tetapi, pemberian, vaksin, secara, merata, tanpa, mengetahui, apakah, mereka, sudah, pernah, mendapatkan, imunisasi, campak, sewaktu, balita, apakah, mereka, sudah, pernah, mengalami, penyakit, campak, atau, belum, sepertinya, kurang, tepat, sebab, campak, hanya, akan, dialami, sekali","campak, menular, pemberian, vaksin, merata, imunisasi, campak, balita, mengalami, penyakit, campak, campak, dialami","campak, tular, beri, vaksin, rata, imunisas, campak, balita, tgalam, tyakit, campak, campak, alam",campak tular beri vaksin rata imunisas campak balita tgalam tyakit campak campak alam,,
,39,Emang ya balita abis di imunisasi jadi lagi aktif aktifnya harus sering pph pantau kaya arus lalu lintas,X.com,"emang, ya, balita, abis, di, imunisasi, jadi, lagi, aktif, aktifnya, harus, sering, pph, pantau, kaya, arus, lalu, lintas","balita, abis, imunisasi, aktif, aktifnya, pph, pantau, kaya, arus, lintas","balita, abis, imunisas, aktif, aktif, pph, pantau, kaya, arus, lintas",balita abis imunisas aktif aktif pph pantau kaya arus lintas,,
